Location,Zip Code,Gender,Language,Product Name,Payment Method,Clickstream Data,Search Query,Bounce Rate,Survey Response,Device Type,Browser Type,Operating System,COGS,Revenue Trend,Expense Breakdown,Region-wise Revenue Contribution,Customer ID,Transaction Date,Previous Category,Labor Cost,Raw Material Cost,Shipping Cost,Awareness Stage,Consideration Stage,Intent Stage,Return Requests,Out of Stock Occurrences,Defective Complaints,Churn Reason,Product Price,Chargebacks,Number of Chargebacks,Order Shipment Time,Placement Time,Delivery Time,Delivery Delays,Reason for Delivery Delays,Return Due to Delivery Issues,Payment & Transaction Failures,Reasons for Payment Failure,source,Retailer_Name,Store_Location_City,Store_Location_Country,Category,Seasonal_Trend,Stock_Availability,Shelf_Space_Allocation,Repeat_Purchase_Rate,Basket_Size,Cross_Purchased_Products,Brand_Substitution_Rate,Category_Share_in_Retailer_Sales,Competitor_Promotion_Impact,Retail_Foot_Traffic,In_Store_Advertising_Effectiveness,Product_Issue_Reported,Campaign_Exposure,Return_Flag,Purchase_Frequency,Product_Views,Wishlist_Adds,Delivery_Location_City,Delivery_Location_Country,Shipping_Method,Return_Refund_Rate,Order_Fulfillment_Time,Ad_Clicks,Coupon_Code_Usage,Product_Bundling_Preferences,Churn_Risk,Repeat_Purchase_Decline,Discounted,Return_Rate,Defective_Flag
Sydney,86173,Male,English,Trident,PayPal,Home > Gum > Trident,Snacks,1.0,Neutral,Mobile,Chrome,iOS,14.4869565217391,22.7652173913043,4.83193277310924,4.1391304347826,3101,2023-05-01,Stride,239.9857299612464,291.3664154328823,11.05256772335263,8,8,8,7,0,1,Quality,276.0,0,0,00:03:00,00:03:00,00:03:00,No,Shipping carrier issue,No,No,Credit card expired,Own Website Data,Generic Retailer,New York,India,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Medium,0,Yes,0,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1
Sydney,35266,Female,Spanish,Sour Patch,UPI,Home > Candy > Sour Patch,Snacks,0.0,Negative,Mobile,Chrome,Windows,82.3375,129.3875,0.850159404888416,23.525,4490,2023-12-01,BelVita,55.03577628027662,710.5641562239124,99.88232362001656,6,6,9,0,1,0,Other,171.0,0,0,00:05:00,00:01:00,00:08:00,Yes,High demand,Yes,No,Credit card expired,Own Website Data,Generic Retailer,New York,India,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Medium,0,Yes,0,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1
London,66000,Other,Chinese,Dentyne,Credit Card,Home > Gum > Dentyne,Snacks,1.0,Negative,Mobile,Chrome,iOS,20.7064516129032,32.5387096774193,3.38058887677208,5.91612903225806,2779,2022-10-01,Oreo,73.59865132990183,660.786659858734,80.76606601818182,7,9,7,7,0,2,Price,93.0,0,0,00:04:00,00:02:00,00:06:00,No,Shipping carrier issue,No,No,Credit card expired,Own Website Data,Generic Retailer,New York,India,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Medium,0,Yes,0,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1
London,62889,Female,Chinese,Stride,Cash on Delivery,Home > Gum > Stride,Stride,1.0,Neutral,Mobile,Firefox,MacOS,7.13125,11.20625,9.8159509202454,2.0375,8674,2023-12-01,Tang,352.075579268062,188.4343930843971,81.77067496704053,6,4,6,8,3,1,Price,245.0,0,0,00:05:00,00:01:00,00:06:00,Yes,Shipping carrier issue,No,No,Credit card expired,Own Website Data,Generic Retailer,New York,India,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Medium,0,Yes,0,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1
Toronto,87888,Female,Chinese,BelVita,PayPal,Home > Biscuits > BelVita,Snacks,1.0,Negative,Desktop,Chrome,MacOS,3.19999999999999,5.02857142857142,21.875,0.914285714285714,2364,2021-09-01,Dentyne,471.9382733419275,699.2771518754595,75.7081214324602,7,2,8,5,0,1,Quality,407.0,0,0,00:07:00,00:01:00,00:10:00,No,Shipping carrier issue,No,No,Credit card expired,Own Website Data,Generic Retailer,New York,India,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Medium,0,Yes,0,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1
Mumbai,29861,Female,English,Clorets,Credit Card,Home > Candy > Clorets,Snacks,0.0,Neutral,Mobile,Firefox,Windows,113.75,178.75,0.615384615384615,32.5,8294,2022-07-01,Stride,150.9801200119359,502.7567428673335,53.56954378806178,5,9,9,9,3,1,Quality,253.0,0,0,00:03:00,00:01:00,00:03:00,No,Shipping carrier issue,No,No,Credit card expired,Own Website Data,Generic Retailer,New York,India,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Medium,0,Yes,0,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1
Sydney,60230,Female,Hindi,Stride,Credit Card,Home > Gum > Stride,Stride,1.0,Negative,Tablet,Edge,MacOS,10.0882352941176,15.8529411764705,6.93877551020408,2.88235294117647,4676,2021-06-01,Oreo,92.26356322383496,736.4457426530176,17.93774729040312,3,8,8,4,0,0,Other,367.0,0,0,00:03:00,00:02:00,00:04:00,No,Shipping carrier issue,No,No,Credit card expired,Own Website Data,Generic Retailer,New York,India,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Medium,0,Yes,0,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1
NewYork,44029,Female,French,Dairy Milk,PayPal,Home > Chocolate > Dairy Milk,Dairy Milk,1.0,Positive,Tablet,Firefox,iOS,200.666666666666,315.333333333333,0.348837209302325,57.3333333333333,3426,2022-03-01,Trident,146.2356648431912,851.9264817195674,16.50421372592249,6,2,6,5,0,0,Other,306.0,0,0,00:06:00,00:03:00,00:08:00,No,Shipping carrier issue,No,No,Credit card expired,Own Website Data,Generic Retailer,New York,India,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Medium,0,Yes,0,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1
London,31820,Other,English,Mirinda,Credit Card,Home > Beverages > Mirinda,Mirinda,0.0,Negative,Mobile,Chrome,Windows,255.85,402.05,0.27359781121751,73.1,9264,2022-08-01,TUC,145.5439309541748,135.5494322848132,92.47368132870292,9,8,8,5,4,0,Service,66.0,0,0,00:04:00,00:02:00,00:04:00,No,Shipping carrier issue,No,No,Credit card expired,Own Website Data,Generic Retailer,New York,India,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Medium,0,Yes,0,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1
Mumbai,58762,Other,Spanish, Star,Cash on Delivery,Home > Chocolate > 5 Star,Snacks,0.0,Neutral,Desktop,Firefox,Android,16.422,25.806,4.26257459505541,4.692,9089,2021-09-01,TUC,181.9110215829347,683.1665486905947,10.02830067584619,6,8,9,8,1,2,No Need,321.0,0,0,00:02:00,00:00:00,00:02:00,No,Shipping carrier issue,No,No,Credit card expired,Own Website Data,Generic Retailer,New York,India,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Medium,0,Yes,0,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1
Mumbai,94796,Male,Chinese,Mirinda,Credit Card,Home > Beverages > Mirinda,Mirinda,1.0,Positive,Mobile,Edge,Android,18.660975609756,29.3243902439024,3.75114364135407,5.33170731707317,3962,2023-08-01,Tang,92.63456039509526,194.4620448434029,72.91925730287966,9,5,6,3,1,0,Price,58.0,0,0,00:02:00,00:02:00,00:02:00,No,Shipping carrier issue,No,Yes,Insufficient funds,Own Website Data,Generic Retailer,New York,India,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Medium,0,Yes,0,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1
Toronto,30930,Female,English,Halls,Cash on Delivery,Home > Candy > Halls,Halls,1.0,Positive,Mobile,Edge,MacOS,48.65,76.45,1.4388489208633,13.9,1859,2021-04-01,Dentyne,155.9870203872295,440.9880169571487,66.57205739766474,2,7,6,1,2,2,Price,298.0,0,0,00:05:00,00:02:00,00:08:00,No,Shipping carrier issue,No,No,Credit card expired,Own Website Data,Generic Retailer,New York,India,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Medium,0,Yes,0,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1
Toronto,67046,Female,English,Clorets,Credit Card,Home > Candy > Clorets,Clorets,0.0,Negative,Desktop,Safari,Android,6.94814814814814,10.9185185185185,10.0746268656716,1.98518518518518,5138,2022-06-01,Clorets,464.5736754497884,111.4106554245717,55.11028106289812,1,7,2,8,4,1,Other,486.0,0,0,00:06:00,00:02:00,00:08:00,No,Shipping carrier issue,No,No,Credit card expired,Own Website Data,Generic Retailer,New York,India,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Medium,0,Yes,0,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1
NewYork,42814,Female,Chinese,Clorets,Cash on Delivery,Home > Candy > Clorets,Snacks,0.0,Neutral,Mobile,Chrome,Windows,25.3473684210526,39.8315789473684,2.76162790697674,7.24210526315789,3424,2021-05-01,Tang,450.5986568522168,395.7794302420857,97.74555283334762,4,4,9,1,4,1,Other,250.0,0,0,00:01:00,00:02:00,00:02:00,No,Shipping carrier issue,No,No,Credit card expired,Own Website Data,Generic Retailer,New York,India,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Medium,0,Yes,0,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1
London,90599,Other,French, Star,PayPal,Home > Chocolate > 5 Star,5 Star,1.0,Positive,Tablet,Firefox,MacOS,27.58,43.34,2.53807106598984,7.88,5017,2022-08-01, Star,192.336953324411,252.4193643606027,27.8315519465794,5,6,8,9,1,0,Service,108.0,0,0,00:05:00,00:03:00,00:08:00,No,Shipping carrier issue,No,No,Credit card expired,Own Website Data,Generic Retailer,New York,India,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Medium,0,Yes,0,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1
London,97679,Female,Chinese,Halls,PayPal,Home > Candy > Halls,Snacks,1.0,Neutral,Desktop,Edge,MacOS,35.5185185185185,55.8148148148148,1.97080291970802,10.1481481481481,9560,2022-11-01,Trident,498.6020560348082,600.6378653620332,80.67578057869069,7,6,5,8,4,1,No Need,424.0,0,0,00:06:00,00:00:00,00:09:00,No,Shipping carrier issue,No,No,Credit card expired,Own Website Data,Generic Retailer,New York,India,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Medium,0,Yes,0,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1
London,57186,Female,Chinese,Bournville,Cash on Delivery,Home > Chocolate > Bournville,Bournville,1.0,Positive,Mobile,Edge,Windows,28.6666666666666,45.047619047619,2.44186046511627,8.19047619047619,9342,2021-11-01, Star,184.2588983667018,561.0443375215328,70.73552725444944,8,6,3,1,1,0,Service,442.0,0,0,00:04:00,00:03:00,00:07:00,No,Shipping carrier issue,No,No,Credit card expired,Own Website Data,Generic Retailer,New York,India,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Medium,0,Yes,0,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1
NewYork,30563,Female,Spanish,Mirinda,PayPal,Home > Beverages > Mirinda,Snacks,0.0,Negative,Desktop,Chrome,MacOS,57.4636363636363,90.3,1.21816168327796,16.4181818181818,2134,2022-10-01,Trident,374.8234185852573,813.9469782734054,97.6988617508037,1,9,9,7,4,2,No Need,189.0,0,0,00:04:00,00:03:00,00:04:00,No,Shipping carrier issue,No,No,Credit card expired,Own Website Data,Generic Retailer,New York,India,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Medium,0,Yes,0,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1
London,88936,Female,Hindi,Mirinda,Cash on Delivery,Home > Beverages > Mirinda,Mirinda,0.0,Negative,Tablet,Firefox,MacOS,4.77826086956521,7.5086956521739,14.6496815286624,1.36521739130434,6166,2021-04-01,Halls,339.8039699242591,675.9651821477494,94.06646435731264,6,2,7,8,0,1,Price,168.0,0,0,00:04:00,00:02:00,00:06:00,No,Shipping carrier issue,No,No,Credit card expired,Own Website Data,Generic Retailer,New York,India,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Medium,0,Yes,0,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1
Toronto,48352,Other,French,Bournville,Cash on Delivery,Home > Chocolate > Bournville,Bournville,1.0,Neutral,Mobile,Firefox,MacOS,11.935,18.755,5.86510263929618,3.41,6119,2023-05-01,Trident,79.04936545102795,743.1632950785814,21.57141521591313,1,8,9,9,1,0,Service,90.0,0,0,00:04:00,00:01:00,00:07:00,Yes,High demand,No,No,Credit card expired,Own Website Data,Generic Retailer,New York,India,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Medium,0,Yes,0,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1
Toronto,94106,Other,English,Bournville,PayPal,Home > Chocolate > Bournville,Bournville,1.0,Neutral,Desktop,Edge,MacOS,23.8518518518518,37.4814814814814,2.93478260869565,6.81481481481481,6694,2023-10-01,Schweppes,204.033580702114,183.2320697960926,37.69448177022142,8,8,7,8,1,1,Other,448.0,0,0,00:04:00,00:01:00,00:05:00,No,Shipping carrier issue,No,No,Credit card expired,Own Website Data,Generic Retailer,New York,India,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Medium,0,Yes,0,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1
Toronto,35580,Female,Hindi,Clorets,UPI,Home > Candy > Clorets,Clorets,1.0,Neutral,Tablet,Chrome,Android,19.7484848484848,31.0333333333333,3.54457572502685,5.64242424242424,7136,2022-01-01,Trident,478.1748280071971,124.988344378327,86.57201088593386,1,1,8,9,3,1,Service,371.0,0,0,00:06:00,00:03:00,00:08:00,No,Shipping carrier issue,No,No,Credit card expired,Own Website Data,Generic Retailer,New York,India,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Medium,0,Yes,0,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1
NewYork,21327,Female,Chinese,Trident,PayPal,Home > Gum > Trident,Trident,1.0,Negative,Tablet,Firefox,Android,23.2029411764705,36.4617647058823,3.01685891748003,6.62941176470588,6485,2021-09-01,Trident,72.89011997575476,972.5873856850964,30.57944545750891,4,2,5,8,4,0,Service,380.0,0,0,00:06:00,00:03:00,00:07:00,No,Shipping carrier issue,Yes,No,Credit card expired,Own Website Data,Generic Retailer,New York,India,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Medium,0,Yes,0,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1
NewYork,51921,Other,Hindi,Bournville,PayPal,Home > Chocolate > Bournville,Bournville,0.0,Positive,Desktop,Safari,Android,31.7172413793103,49.8413793103448,2.20700152207001,9.06206896551724,5164,2023-07-01,Clorets,128.6979462346217,484.3291676575798,44.0685592929758,3,4,6,1,4,1,Price,316.0,0,0,00:03:00,00:02:00,00:05:00,No,Shipping carrier issue,No,No,Credit card expired,Own Website Data,Generic Retailer,New York,India,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Medium,0,Yes,0,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1
NewYork,83305,Other,French,Clorets,UPI,Home > Candy > Clorets,Snacks,1.0,Neutral,Mobile,Firefox,Android,53.396,83.908,1.31095962244362,15.256,3346,2021-07-01,Clorets,486.9255991418239,455.4769318114705,66.33674799925501,2,5,8,3,1,1,Other,57.0,0,0,00:02:00,00:03:00,00:03:00,No,Shipping carrier issue,No,No,Credit card expired,Own Website Data,Generic Retailer,New York,India,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Medium,0,Yes,0,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1
Sydney,17353,Male,English, Star,Cash on Delivery,Home > Chocolate > 5 Star,5 Star,1.0,Neutral,Tablet,Edge,Android,14.4,22.6285714285714,4.86111111111111,4.11428571428571,6039,2021-04-01,Stride,67.90674193221886,131.5111696526428,60.6622535011612,8,5,7,6,0,1,Other,232.0,0,0,00:07:00,00:02:00,00:07:00,No,Shipping carrier issue,No,Yes,Payment gateway issues,Own Website Data,Generic Retailer,New York,India,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Medium,0,Yes,0,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1
Mumbai,57312,Male,Hindi,Dentyne,UPI,Home > Gum > Dentyne,Dentyne,1.0,Negative,Mobile,Chrome,Windows,46.732,73.436,1.49790293588975,13.352,5897,2022-07-01,Bournville,250.9733067505101,207.0197255590141,67.65459038257522,6,6,1,1,0,1,Quality,183.0,0,0,00:04:00,00:01:00,00:07:00,No,Shipping carrier issue,No,No,Credit card expired,Own Website Data,Generic Retailer,New York,India,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Medium,0,Yes,0,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1
Sydney,24408,Male,French,Trident,UPI,Home > Gum > Trident,Trident,0.0,Negative,Tablet,Safari,iOS,16.05625,25.23125,4.35967302452316,4.5875,9252,2023-06-01,Halls,463.2579675335097,946.4265348048336,74.21393479936374,4,7,4,0,0,2,Quality,230.0,0,0,00:01:00,00:01:00,00:02:00,Yes,Address issues,No,No,Credit card expired,Own Website Data,Generic Retailer,New York,India,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Medium,0,Yes,0,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1
Toronto,16916,Other,Chinese,Mirinda,Credit Card,Home > Beverages > Mirinda,Snacks,0.0,Neutral,Desktop,Edge,Android,11.1571428571428,17.5326530612244,6.27400768245838,3.18775510204081,6041,2023-07-01,Halls,474.6554548443452,725.360559370315,75.58929913719541,3,1,8,2,4,1,Quality,453.0,0,0,00:07:00,00:00:00,00:09:00,No,Shipping carrier issue,No,No,Credit card expired,Own Website Data,Generic Retailer,New York,India,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Medium,0,Yes,0,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1
Sydney,69996,Other,Chinese,Clorets,Credit Card,Home > Candy > Clorets,Clorets,1.0,Negative,Desktop,Edge,Windows,17.545652173913,27.5717391304347,3.98959236773634,5.01304347826086,4901,2023-11-01,Oreo,490.6944012110442,468.2908446151146,76.3801837139689,6,7,9,3,3,1,Price,472.0,0,0,00:06:00,00:01:00,00:09:00,Yes,Shipping carrier issue,No,No,Credit card expired,Own Website Data,Generic Retailer,New York,India,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Medium,0,Yes,0,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1
Toronto,68504,Female,Chinese,Tang,Credit Card,Home > Beverages > Tang,Tang,0.0,Negative,Tablet,Edge,MacOS,28.7677419354838,45.2064516129032,2.43328100470957,8.21935483870967,2337,2022-09-01,Sour Patch,266.5945676880677,914.0357194554548,99.25091020503584,6,6,6,7,1,0,Service,404.0,0,0,00:01:00,00:03:00,00:04:00,No,Shipping carrier issue,No,No,Credit card expired,Own Website Data,Generic Retailer,New York,India,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Medium,0,Yes,0,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1
Toronto,44792,Male,Spanish,Tang,UPI,Home > Beverages > Tang,Snacks,0.0,Neutral,Mobile,Safari,Android,64.575,101.475,1.0840108401084,18.45,2184,2023-07-01,Clorets,88.91599452415977,630.9035594666229,42.09285444677248,5,5,4,5,2,2,Other,121.0,0,0,00:01:00,00:01:00,00:03:00,No,Shipping carrier issue,No,No,Credit card expired,Own Website Data,Generic Retailer,New York,India,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Medium,0,Yes,0,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1
Mumbai,89597,Male,Spanish,Oreo,Cash on Delivery,Home > Biscuits > Oreo,Oreo,1.0,Positive,Mobile,Chrome,MacOS,27.79,43.67,2.51889168765743,7.94,5426,2022-07-01,Dairy Milk,397.7164767367548,771.8212437269382,13.97677255444183,3,6,2,1,3,0,Other,162.0,0,0,00:01:00,00:02:00,00:02:00,No,Shipping carrier issue,No,No,Credit card expired,Own Website Data,Generic Retailer,New York,India,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Medium,0,Yes,0,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1
Sydney,54912,Female,Spanish,Trident,PayPal,Home > Gum > Trident,Snacks,0.0,Positive,Desktop,Safari,iOS,48.475,76.175,1.44404332129963,13.85,2551,2023-07-01,Trident,369.0425624437653,488.4396076804053,41.39758129411648,9,8,9,8,2,0,Service,156.0,0,0,00:03:00,00:01:00,00:03:00,Yes,High demand,No,Yes,Credit card expired,Own Website Data,Generic Retailer,New York,India,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Medium,0,Yes,0,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1
Sydney,32275,Female,French,Clorets,UPI,Home > Candy > Clorets,Clorets,0.0,Positive,Mobile,Edge,Windows,77.2333333333333,121.366666666666,0.906344410876132,22.0666666666666,2629,2023-08-01,Dairy Milk,310.8260276464113,488.3752596101368,92.04183360683628,6,6,1,1,3,0,Other,339.0,0,0,00:06:00,00:00:00,00:06:00,Yes,Weather,No,No,Credit card expired,Own Website Data,Generic Retailer,New York,India,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Medium,0,Yes,0,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1
Toronto,49652,Male,English,Oreo,UPI,Home > Biscuits > Oreo,Oreo,1.0,Neutral,Desktop,Chrome,Windows,7.99166666666666,12.5583333333333,8.75912408759124,2.28333333333333,2526,2021-02-01,Clorets,449.7061422328491,161.5154498051819,17.50499970768871,5,5,5,4,0,2,Service,362.0,0,0,00:01:00,00:01:00,00:02:00,No,Shipping carrier issue,No,Yes,Fraud detection,Own Website Data,Generic Retailer,New York,India,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Medium,0,Yes,0,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1
Sydney,46411,Female,English, Star,Credit Card,Home > Chocolate > 5 Star,5 Star,0.0,Negative,Desktop,Edge,Windows,21.4277777777777,33.6722222222222,3.26678765880217,6.12222222222222,2361,2021-10-01,Stride,460.2065400440513,760.5759422526911,68.22479954716104,7,6,8,3,4,0,Price,166.0,0,0,00:04:00,00:02:00,00:07:00,Yes,Weather,No,No,Credit card expired,Own Website Data,Generic Retailer,New York,India,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Medium,0,Yes,0,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1
London,60750,Male,Hindi,TUC,Credit Card,Home > Biscuits > TUC,TUC,0.0,Neutral,Desktop,Safari,Android,25.62,40.26,2.73224043715847,7.32,5370,2021-02-01,Oreo,357.4599229641109,189.2056631143704,48.0845289344077,1,9,4,6,2,0,Price,169.0,0,0,00:05:00,00:02:00,00:08:00,Yes,Shipping carrier issue,Yes,No,Credit card expired,Own Website Data,Generic Retailer,New York,India,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Medium,0,Yes,0,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1
Toronto,40254,Other,Chinese,Tang,UPI,Home > Beverages > Tang,Tang,1.0,Positive,Mobile,Firefox,MacOS,4.22692307692307,6.64230769230768,16.5605095541401,1.2076923076923,6283,2021-02-01,Schweppes,100.4449762427577,787.8406494048751,92.9415550839405,7,1,1,7,3,0,Price,196.0,0,0,00:01:00,00:03:00,00:04:00,Yes,Weather,No,No,Credit card expired,Own Website Data,Generic Retailer,New York,India,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Medium,0,Yes,0,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1
